batch size,epoch,loss,acc,val_loss,val_acc,
32,0034,0.0176,0.993,0.0273,0.991,
32,0035,0.0179,0.9929,0.0257,0.9916,
32,0036,0.0179,0.9928,0.0257,0.9912,
32,0037,0.0176,0.9932,0.0269,0.9917,
32,0038,0.0175,0.9932,0.0281,0.9911,
32,0039,0.0174,0.9932,0.0287,0.9899,
32,0040,0.0169,0.9931,0.0319,0.9908,
32,0041,0.0168,0.9935,0.0274,0.9913,
32,0042,0.0152,0.9939,0.0269,0.992,
32,0043,0.0143,0.9941,0.0264,0.9919,
32,0044,0.0143,0.994,0.0261,0.9918,
32,0045,0.0144,0.9943,0.0262,0.992,
32,0046,0.0144,0.9941,0.0263,0.992,
32,0047,0.0141,0.9946,0.0264,0.992,
32,0048,0.0139,0.9946,0.0265,0.9923,
32,0049,0.014,0.9943,0.0265,0.9922,
32,0050,0.0138,0.9944,0.0267,0.9923,
32,0051,0.0136,0.9945,0.0268,0.9922,
32,0052,0.0138,0.9946,0.0266,0.992,
32,0053,0.0134,0.9948,0.0271,0.9919,
32,0054,0.0132,0.9947,0.027,0.9922,
32,0055,0.0137,0.9946,0.0269,0.9922,
32,0056,0.0133,0.9946,0.0269,0.9921,
32,0057,0.0131,0.9949,0.027,0.9922,
32,0058,0.0134,0.9948,0.0272,0.9922,
32,0059,0.0132,0.9947,0.0272,0.992,
32,0060,0.0129,0.9948,0.0272,0.9921,
32,0061,0.0132,0.9947,0.0272,0.9922,
32,0062,0.0131,0.9946,0.0272,0.9921,
32,0063,0.0126,0.9948,0.0272,0.9922,
32,0064,0.0127,0.9948,0.0271,0.9922,
32,0065,0.0129,0.9949,0.0273,0.9922,
32,0066,0.0128,0.9948,0.0272,0.9922,
32,0067,0.0132,0.9946,0.0273,0.9922,
32,0068,0.0129,0.9948,0.0272,0.9922,
32,0069,0.0126,0.9949,0.0273,0.9922,
32,0070,0.0127,0.9949,0.0273,0.9922,
32,0071,0.0128,0.9947,0.0274,0.9922,
32,0072,0.0129,0.9947,0.0274,0.9921,
32,0073,0.0127,0.9947,0.0272,0.9922,
32,0074,0.0122,0.995,0.0273,0.9922,
32,0075,0.0128,0.9948,0.0273,0.992,
32,0076,0.0126,0.9948,0.0274,0.9922,
32,0077,0.0126,0.9949,0.0273,0.9922,
32,0078,0.0128,0.9949,0.0274,0.9922,
32,0079,0.0125,0.9949,0.0275,0.9922,
32,0080,0.0125,0.9947,0.0275,0.992,
32,0081,0.0125,0.995,0.0275,0.9922,
32,0082,0.0131,0.9947,0.0276,0.9922,
32,0083,0.0123,0.9952,0.0275,0.9921,
32,0084,0.0126,0.9949,0.0276,0.9922,
32,0085,0.0124,0.9948,0.0275,0.992,
32,0086,0.0122,0.9949,0.0276,0.9922,
32,0087,0.0128,0.9947,0.0275,0.9921,
32,0088,0.0133,0.9945,0.0273,0.992,
32,0089,0.0131,0.9945,0.0275,0.992,
32,0090,0.0128,0.9951,0.0275,0.9921,
32,0091,0.0129,0.9948,0.0276,0.9921,
32,0092,0.0125,0.9948,0.0275,0.992,
32,0093,0.0128,0.9948,0.0275,0.992,
32,0094,0.0126,0.995,0.0275,0.9921,
32,0095,0.0129,0.995,0.0276,0.9922,
32,0096,0.0129,0.9951,0.0275,0.9921,
32,0097,0.0132,0.9946,0.0274,0.992,
32,0098,0.0131,0.9947,0.0276,0.9921,
32,0099,0.0125,0.995,0.0276,0.9922,
32,0100,0.0129,0.9949,0.0276,0.9921,
